id_col,target,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10
tYWnR,1,0.049852492804668185,-0.08986629122015144,-1.7370267591113935,-0.5632976675458828,1.438654612513049,0.4236457885331881,-0.571617192210347,2.344469952377266,0.32968359648457457,-1.6877048624258153,
lFpos,1,0.6002728994571213,1.2939227742507948,-0.7688779695995848,-1.6742271490919693,0.6564312238444434,-0.030041156748162053,1.393622585352693,-1.575806668325757,1.4858163315284423,0.16363376366879356,b
fbVNt,0,-2.9982334589832575,0.6312004992974442,1.1805510517431448,0.6401707108826453,-1.244864405634759,-0.020426742247011312,0.12734471203763986,1.3030969779766994,-1.4086304220270636,-1.1714143920939892,a
kHvNG,1,2.6419425115678643,0.11720036204254858,-1.2119402548295655,-0.17175804735996186,0.6576108168020025,-1.0266937580742832,0.446693688132506,-1.1161314207295008,3.5460706660119,0.04376152843993516,
OQmlV,0,-3.3863970869299727,1.5479252463921749,0.3566871268557013,0.9308745119372439,-0.6731961414493033,0.9763736729794835,0.15405350554408503,1.5940671116516136,-1.075212166218416,-0.9858104964754729,c
hsYwE,1,2.1269949184797343,-1.5171265596996508,-2.342106950057692,-1.3552054073404338,2.9677294397409884,0.0529610899146122,-0.48368122329240737,1.5399998331952773,-1.2275358553218572,0.5866495703386697,
iOCxe,1,1.0494051540285556,0.7474153859166548,-2.102306888457372,1.6045279277362938,1.2475093070659649,-0.5627969307520316,-0.9264131385021834,1.037398875744592,2.2538669166081116,-0.669059483965718,b
WjhUh,0,-2.601452319604614,2.137423561899234,0.734522254812535,-2.4263175734587334,-1.2366474848954012,-0.15518063225233406,0.27294908518240835,-0.36802407998156506,0.032453805953496895,-0.06821629173123701,b
qetUW,0,-1.555830243262691,-0.3599651897122118,1.754538636296504,-0.03789966221856508,-1.9393209641973441,0.44734555930633746,-1.206563673614966,0.5895714908429279,-0.9627289605286847,0.9886385221392621,c
WNmkA,1,1.80484518190333,0.19820704042081794,-0.717498579675521,-2.4856638015710706,0.9370011022012574,-0.5403716202650091,0.4284684970576864,-1.87133870514126,0.5465637464767761,-0.4221291640727909,c
OqguP,0,1.2555190188648078,-0.48631320445821324,1.1450206757420807,0.2617304381938836,-1.3609916735946974,-0.5573723285120052,-0.8656388028962074,-1.730244534556563,1.0076612507150706,-0.12958961067404556,c
ZQZQN,1,0.971438481772393,-1.8452404368801287,1.6575066710730264,0.7820946110195612,-1.7537393073010974,-0.08149386595949229,-2.3372276369325284,-0.155559849185684,-0.40150408320789266,0.07974966748849803,
iebYN,0,2.622419862889314,-0.23262070403690083,-3.281352829931921,0.4247993134767853,2.706891907955221,-0.971006823410639,-1.4524009167316678,1.5893403479738561,1.8605045791765522,2.0933957250499264,b
MZTAm,1,-1.5074923151592174,2.709813729308162,-0.9557256395439437,0.8066431167227499,0.8127949792488255,1.1685846151954142,0.5391458942619591,-1.1299359097198207,-0.6348956178893537,-0.6013548170709753,c
dUzLc,0,-2.916961315825936,0.5365929870536276,1.1825054952186462,0.14581809802128917,-1.7643587074182863,-0.5726270026955117,-2.804285420184553,1.8335283134408744,-1.987547978168522,-0.00386227879186147,b
YZlaH,1,3.584057613621847,-1.726118778407695,-3.0509812691135956,0.04402595756180984,3.8786492480602694,0.8058272104247736,-1.1560793286953421,0.6248879413150854,-1.6308669989390836,0.7937994595098654,b
oVqSF,0,-0.8701042900298834,0.6351829967178928,-0.7700935656547013,2.2576285464143426,0.6837725265210526,-1.4177661931289058,-1.4772047792174698,0.8791064718142827,-1.6388469869953721,-0.4484913697871005,
zzZsb,1,0.7735422961713235,1.2010561027898865,-1.3528609267293825,-1.3410614189638046,1.2669250214738594,-0.296307402785102,0.6084971223639377,-1.0909680456826714,0.8088839532233459,0.2820069867560609,b
TWjPP,1,2.6872796682066413,-0.7611041360950948,-2.72194871555209,-0.498691424809695,3.4424513998004884,-1.1842208938938112,-1.2558290301999278,-0.03965629206063892,-2.024742147472988,0.29740069139109965,c
sTWJS,1,-1.2175671855132373,-2.01997854522876,2.0822807423437832,0.33984738896533107,-1.596076200248183,-0.06802289070487834,-0.1851839746796351,1.5476714402633729,-1.7906540832813675,1.5480743985441079,a
LabUF,1,-0.09636736422554254,2.184099168706804,0.048413497238434036,0.23086441012808764,0.25624483774746143,-0.25103712985722254,0.03820471819857563,-3.702990766908654,-1.4380225960678379,0.4803243748750477,b
oIVuX,0,1.828454874470258,-0.20026259144897662,-2.286888251150232,0.27931584177250496,1.6061389831938802,0.25723775067652227,-1.1842762275825347,1.5346524135996025,2.0888218293278884,0.46815197968425365,c
jKmvK,1,2.273809150490041,-1.6131203506200449,-1.379729712582607,-1.4696260511465133,1.7091510053038579,-0.020027196843524074,-1.4111795046543,0.797366534969056,-0.7579893297642711,-0.33023711102424674,a
SPpYo,0,-2.154232040922336,1.7254999472077084,-1.4186593484063652,-1.0543801952454162,1.0290824168725616,1.9997558319580198,-2.6474556892787735,1.7255137520912551,-2.6321756685984514,0.8794671868111368,b
rpXSg,1,4.631718813308563,-2.7432684063455737,-1.2564356704617248,0.007282987050419192,1.2378166602319693,-0.5193413108811302,-3.29291081535854,0.0005824848499290658,0.5008645309604904,1.3549896343416075,a
dGzGF,0,0.7871263345247311,0.947931431436147,-3.0511250630825084,-0.9981039109477717,2.17051538874283,-0.17762703762329876,-2.5695856269013557,1.980705043198414,0.6991344750426958,-0.15710122998950854,
pPsaf,0,-1.3658153736391139,0.3492476257733147,0.031593800625345655,1.7616750951939786,-0.2812397808252647,-0.11483242508622125,0.0301250289525965,1.3515285268790034,-0.021145528631801858,0.7463830809835645,b
iqfrk,0,-1.4761095550653087,0.7077024115844992,0.31563866932251367,-0.7964806184983622,-0.4707376092204988,-1.0119273093633734,0.1769358504811238,0.500817234007805,-0.30854022232652556,1.7677573579602104,
LtLay,1,-1.586960567756942,3.1201796629930714,-1.502138624735662,-0.4405635339398941,1.2182139296851542,0.2462818129724983,1.9112075462877969,-0.7716437208548134,0.7266823959675432,-0.13745055695597733,
umXUW,0,-0.7665472661000744,0.8370321786556225,-0.2877783731480542,-0.2966016080228719,-0.3534728762366519,0.9648977191061778,-2.352759470293372,0.6122536739055022,-0.425498885272489,1.2424093078962049,a
IbaCn,0,2.4135165934005802,-1.095730035659805,-1.7319567042960107,-0.21395542918754967,1.292828493813547,0.10028972250703876,-0.9263758500491788,1.3140916834519576,2.0926939515050407,-0.18083338439885233,b
kHvYk,0,1.3455710591135712,-0.48926941786264355,0.838377338577395,1.3126881784496485,-1.104934026362554,0.018490058947156017,-2.0866434579880373,-1.518803036379957,0.207555813186741,0.478846867832576,
gIryg,1,2.2742237430332164,0.04101916900439362,-1.6232500057366426,0.16450259004350581,1.3883064780215806,-0.7924154118329717,0.3523032793709423,-0.5672879187697935,2.1611584812787763,1.3461197518982968,a
ewOJB,1,1.9835438015204054,-0.25456560532542816,-0.5987272108501804,0.19888795535568732,1.008639211946549,0.2906214978498015,1.4789732150057688,-1.6929690240322035,0.9694203304681437,-0.44126280485567565,c
wFwtS,0,-1.3713975592822853,1.538777448798998,0.02914948961240362,1.0830506555535824,-0.306067581654093,-0.1440855704524944,-0.05739148224134338,-0.4325759046735107,-0.23202553491934075,0.2106851882954789,c
yLaql,0,-0.4933944852852307,1.8296600678910033,-1.5919630815668302,-0.4764801304514311,0.6395175689487556,-0.9083780929706866,-0.5983325581019836,0.7611705217409998,1.7936436259740316,-0.8955045203086053,c
vOSIQ,1,1.986367911250548,-2.4042174414736803,0.8294423348312604,0.5034341078469109,-0.7981830942420338,-3.7574353212591856,-2.189837342476214,0.2719549090879685,-0.1133056898128002,0.32787360631045837,b
zpWWQ,1,3.8742728621893257,-3.5022053710303913,-0.6393453366605263,0.41172510724124184,1.2559910859898404,-0.43257575712307933,-2.085376408133886,0.5899436896743531,-0.8374114317187539,-0.7363727523560001,b
HIMcc,0,1.7513987536789166,-0.9549539589219342,-1.9319009029504934,0.7791875770008039,2.0845883627552015,-0.6309993558939682,0.20646978116978043,1.3615866262429124,0.608932792016895,-0.6062859901292459,c
DzpQt,1,6.0241087394553485,-3.9846818921587777,-0.642198564961882,-0.8113785008955597,1.4876173865728686,-0.2419196587371638,-3.410774144330136,-1.5657638806248895,-1.2937222022671375,0.44451754373295177,a
xvqcs,1,1.9889610771823183,0.38412388118445495,-0.9008319296948151,0.4478928585579239,0.5701757038465614,-1.2869805642807612,-1.8940663070040373,-1.5958648962599096,0.5439981012491251,-0.8331944025358735,c
FcuwK,0,-4.618285671565854,3.0731260524029502,1.8445599405604824,-0.14736013475628804,-2.3232912097005274,0.6604209359413116,-0.097034118651804,-0.7467060634222353,-1.5528903520160866,-0.8908042657446247,a
LWOMB,0,-5.47614095328538,1.8859177689941524,0.9112746992107863,0.5873933864175546,-1.6333978281243806,-0.09748522597705872,-2.438948504862284,3.238888676901985,-3.0352716098377006,-0.295002708517136,c
FiXaH,0,2.021189230406639,1.6085312883304512,-3.6591382824148355,-0.014319442715773,2.576646454282393,-0.34051204471117696,-2.413542115918606,0.49446686984977806,2.0044142373421097,-0.044005544941825944,c
xlqKU,0,1.276580459861241,1.352051005973177,-2.784354047860738,-1.6133394017494636,2.992241486709327,1.5528293201988428,1.3273367368611049,-0.6831038429491023,0.48724939087935404,-0.077453007266273,b
zIzqG,1,2.5393880676700338,-0.4922668329436428,-0.9596572501074233,1.5798669556055074,0.8745316534616263,1.1002751801452397,0.6832633767293707,-0.9614385648903251,2.2830912349460677,-0.7143517832841195,c
bxdrd,0,-1.6407148986978286,0.14980773114849266,0.6131179217073875,1.2463612158772228,-0.6466133298032071,1.3320318116312335,-0.9972136314499249,0.9648688358681905,-1.5978999137056002,0.1414793414838037,a
PlKBS,0,3.001734111180433,-0.6488838598304694,-2.898064533614921,0.7041298480492758,1.7896652552649568,-0.5322617261715757,-3.8243168907413834,1.916424141637422,2.0732671461981633,0.08695970203716943,b
enUyz,1,1.7114571881190312,-2.1178768261423184,0.47274227000603797,0.07153816245060338,-0.4666228586129961,1.4271502479634401,-2.09787031824966,0.5824085761500202,-0.22282996310032221,-0.5108576756023839,c
gcpjj,0,-0.6826130385870538,-0.15955847315939353,-0.48928548925542054,1.6609919041406227,0.6799332072123793,-2.305645505204216,1.5425254814143554,1.4271554733222394,0.1688326910011133,0.707586457485561,c
hEvoW,0,-0.24110637009603622,0.9658568220885033,-2.1933336823641674,-0.3089937683704872,1.4733354222338453,-0.7545313540145426,-0.9409045046471025,2.108584833459054,0.9848888979673331,0.1293676710108124,a
AMRxP,1,1.1950081823524212,-1.4746183826075412,-1.97635617956803,0.7239119667589865,2.844460371493157,-1.7664178506729673,0.19720960026813672,1.8730323737829186,-1.98604626682992,0.5454087738331277,a
VxGSX,0,-2.266969539527487,1.0518637145171401,0.09818540046803957,0.04337195668334984,-0.13927142903897916,0.3449338425226121,0.5924468593452648,1.0014695451639635,-0.9121877686777504,0.48087506544596653,
zLzFD,1,4.644643095916174,-2.4647249361926287,-2.0231949270152465,-1.1059332245799558,3.0537278061370254,0.023082555702404917,-2.3079456722784144,-0.9584603320917275,-2.3127751720516887,-1.519105291242564,a
tyxKl,0,-1.2715997064019127,0.788512693540963,-0.2788933611310827,-2.4431453052307317,0.2737327380512389,0.9692032217790022,0.22368746837212616,0.5901749391492992,-0.7415616103471369,0.13104916396117336,c
vvJRu,1,1.4242627698572676,0.0829033347568362,-0.7481313058350928,-1.1680869521078483,0.8653832070446381,0.8021567911628121,1.3071761674299973,-1.0142551344320028,1.3800965473783,1.563992154846776,b
qDeHX,0,2.0395654456182792,0.970643888618113,-3.2497003282018073,0.260171890336454,1.8095025513349503,-0.014693753025559694,-3.4456856361613992,1.4121212622277868,2.5436560497664424,1.2145080117778038,
SqDsn,1,2.6898372696413735,-2.554712621173034,0.9828941949208921,1.1398042162504856,-0.7822286371120653,-0.3583879681773203,-2.7477387348434403,-0.7522550244777775,-0.6530609702249319,-0.7035239816671137,a
aPauR,1,3.3746649166878524,-1.3520624460604953,-0.7696327854773682,0.23825483337234757,0.787564528449408,0.37477975219280435,1.974378422048983,-0.8582168955366416,3.6599343373028463,-1.564976371500097,a
